Data,Geração programada,Geração verificada,temperatura,velocidade_vento,direcao_vento
2023-09-07 15:00:00,244.5,312.167,25.7,27.9,96
2023-09-07 16:00:00,270.0,327.553,25.1,26.8,97
2023-09-07 17:00:00,268.5,324.805,23.7,28.0,102
2023-09-07 18:00:00,268.5,320.569,21.7,28.7,110
2023-09-07 19:00:00,289.5,302.971,20.0,25.3,95
2023-09-07 20:00:00,309.0,322.533,19.8,32.3,112
2023-09-07 21:00:00,313.5,336.454,18.7,35.6,116
2023-09-07 22:00:00,313.5,334.706,17.8,36.4,111
2023-09-07 23:00:00,317.0,333.817,17.1,35.1,111
2023-09-08 00:00:00,321.0,331.508,16.1,31.9,110
2023-09-08 01:00:00,321.0,327.484,14.9,28.8,108
2023-09-08 02:00:00,323.0,325.204,14.4,27.3,108
2023-09-08 03:00:00,324.0,316.658,14.0,26.1,110
2023-09-08 04:00:00,325.0,319.484,13.5,24.4,106
2023-09-08 05:00:00,325.0,319.18,13.8,23.1,104
2023-09-08 06:00:00,325.5,325.179,14.5,26.9,108
2023-09-08 07:00:00,322.0,327.047,16.0,30.5,107
2023-09-08 08:00:00,309.0,328.277,18.0,32.8,105
2023-09-08 09:00:00,283.0,328.207,19.9,33.5,102
2023-09-08 10:00:00,254.0,305.072,22.2,30.4,104
2023-09-08 11:00:00,223.5,259.377,24.3,27.5,104
2023-09-08 12:00:00,199.5,218.591,25.9,26.3,107
2023-09-08 13:00:00,187.0,185.23,26.5,25.5,109
2023-09-08 14:00:00,188.0,162.678,26.8,25.0,108
2023-09-08 15:00:00,211.0,172.871,26.5,25.1,111
2023-09-08 16:00:00,254.5,196.203,25.5,26.8,114
2023-09-08 17:00:00,282.0,248.981,24.0,27.4,115
2023-09-08 18:00:00,299.0,288.055,22.4,22.9,116
2023-09-08 19:00:00,313.5,317.772,21.4,28.7,112
2023-09-08 20:00:00,320.0,329.165,20.6,29.3,115
2023-09-08 21:00:00,324.0,332.379,19.8,35.8,115
2023-09-08 22:00:00,324.0,331.834,18.4,35.7,112
2023-09-08 23:00:00,324.5,329.453,17.2,33.0,106
2023-09-09 00:00:00,320.0,325.167,16.6,30.0,104
2023-09-09 01:00:00,315.0,321.991,16.5,31.4,103
2023-09-09 02:00:00,312.5,313.975,16.3,30.1,102
2023-09-09 03:00:00,309.0,316.86,15.4,27.9,101
2023-09-09 04:00:00,308.0,308.755,14.6,27.0,100
2023-09-09 05:00:00,307.0,320.07,14.2,26.6,99
2023-09-09 06:00:00,304.5,326.976,13.9,25.8,98
2023-09-09 07:00:00,295.5,330.685,15.6,27.8,100
2023-09-09 08:00:00,279.5,328.659,17.8,28.1,100
2023-09-09 09:00:00,248.5,325.504,20.6,30.1,102
2023-09-09 10:00:00,211.5,317.368,22.6,29.4,105
2023-09-09 11:00:00,172.5,280.378,24.7,27.4,109
2023-09-09 12:00:00,141.0,223.579,26.0,24.7,113
2023-09-09 13:00:00,129.0,162.866,26.8,21.9,117
2023-09-09 14:00:00,138.5,130.438,27.1,20.5,121
2023-09-09 15:00:00,165.0,148.933,26.8,21.1,120
2023-09-09 16:00:00,208.0,151.574,26.1,22.2,119
2023-09-09 17:00:00,238.0,207.986,24.6,24.8,116
2023-09-09 18:00:00,264.0,247.172,22.7,27.7,115
2023-09-09 19:00:00,298.0,277.062,21.4,29.3,115
2023-09-09 20:00:00,315.5,312.806,20.4,30.5,113
2023-09-09 21:00:00,321.0,325.843,20.3,31.7,111
2023-09-09 22:00:00,319.5,324.56,19.5,32.4,102
2023-09-09 23:00:00,319.5,306.891,18.6,32.7,104
2023-09-10 00:00:00,316.5,299.832,17.3,32.3,102
2023-09-10 01:00:00,310.5,303.126,16.3,30.2,98
2023-09-10 02:00:00,307.0,301.18,15.6,27.6,97
2023-09-10 03:00:00,303.5,307.522,15.1,27.0,100
2023-09-10 04:00:00,301.5,315.728,14.7,24.9,100
2023-09-10 05:00:00,305.0,306.815,14.2,24.3,98
2023-09-10 06:00:00,305.5,309.001,14.2,24.3,96
2023-09-10 07:00:00,279.5,308.472,15.6,28.2,96
2023-09-10 08:00:00,244.0,266.741,17.9,32.0,98
2023-09-10 09:00:00,179.5,223.58,20.5,32.5,100
2023-09-10 10:00:00,141.5,190.118,22.4,30.8,101
2023-09-10 11:00:00,114.5,197.262,23.7,29.1,98
2023-09-10 12:00:00,96.5,187.166,25.8,25.9,99
2023-09-10 13:00:00,106.5,153.773,27.0,24.4,103
2023-09-10 14:00:00,153.0,143.07,27.3,23.2,102
2023-09-10 15:00:00,212.0,178.418,26.9,24.1,99
2023-09-10 16:00:00,240.0,212.268,25.7,25.6,104
2023-09-10 17:00:00,253.0,263.078,23.9,29.0,110
2023-09-10 18:00:00,265.5,283.044,22.0,30.0,110
2023-09-10 19:00:00,286.5,294.011,20.7,30.1,107
2023-09-10 20:00:00,305.0,307.906,19.7,30.0,106
2023-09-10 21:00:00,316.5,308.455,19.2,32.6,106
2023-09-10 22:00:00,320.5,306.408,18.3,30.6,105
2023-09-10 23:00:00,318.0,307.32,17.6,30.5,104
2023-09-11 00:00:00,323.5,308.526,17.0,29.3,104
2023-09-11 01:00:00,320.0,304.716,16.6,30.7,103
2023-09-11 02:00:00,316.5,304.474,16.1,28.9,107
2023-09-11 03:00:00,311.5,311.186,16.6,29.8,108
2023-09-11 04:00:00,308.5,304.55,16.6,28.9,107
2023-09-11 05:00:00,311.5,296.179,16.6,26.9,106
2023-09-11 06:00:00,312.5,298.273,16.9,25.7,105
2023-09-11 07:00:00,308.0,298.307,17.8,29.9,103
2023-09-11 08:00:00,295.0,293.395,19.0,31.5,104
2023-09-11 09:00:00,272.0,303.689,19.1,32.7,101
2023-09-11 10:00:00,249.0,302.519,23.0,32.7,101
2023-09-11 11:00:00,228.5,304.333,24.9,31.4,99
2023-09-11 12:00:00,208.0,289.578,25.7,29.3,104
2023-09-11 13:00:00,177.0,257.08,26.1,26.8,105
2023-09-11 14:00:00,148.5,256.766,26.6,26.4,107
2023-09-11 15:00:00,153.0,263.445,25.4,24.7,106
2023-09-11 16:00:00,200.5,261.922,25.0,26.4,110
2023-09-11 17:00:00,264.0,274.747,23.7,28.4,110
2023-09-11 18:00:00,298.0,78.736,22.3,27.0,109
2023-09-11 19:00:00,306.0,0.0,21.3,25.7,110
2023-09-11 20:00:00,309.0,0.0,20.4,23.9,111
2023-09-11 21:00:00,314.0,0.0,19.8,28.0,116
2023-09-11 22:00:00,319.5,0.0,18.9,29.6,116
2023-09-11 23:00:00,323.0,0.0,18.2,31.0,113
2023-09-12 00:00:00,318.0,0.0,17.7,32.5,111
2023-09-12 01:00:00,311.5,0.0,17.4,33.2,111
2023-09-12 02:00:00,307.0,0.0,16.8,30.4,111
2023-09-12 03:00:00,301.0,0.001,16.6,28.5,111
2023-09-12 04:00:00,299.5,0.0,15.8,25.3,110
2023-09-12 05:00:00,306.5,17.48,15.0,23.0,107
2023-09-12 06:00:00,313.5,71.283,14.4,23.2,103
2023-09-12 07:00:00,317.5,146.437,16.1,28.9,100
2023-09-12 08:00:00,314.5,235.018,17.3,29.8,98
2023-09-12 09:00:00,299.0,265.318,19.7,33.1,98
2023-09-12 10:00:00,275.5,246.209,22.4,33.4,101
2023-09-12 11:00:00,249.0,164.432,24.5,31.1,101
2023-09-12 12:00:00,224.5,148.958,26.0,27.6,98
2023-09-12 13:00:00,198.0,162.273,27.0,27.4,100
2023-09-12 14:00:00,177.5,177.716,26.4,26.5,97
2023-09-12 15:00:00,186.5,191.046,26.2,23.9,97
2023-09-12 16:00:00,222.5,214.031,26.0,23.5,105
2023-09-12 17:00:00,250.5,234.322,24.9,24.5,107
2023-09-12 18:00:00,265.0,237.171,23.1,25.0,118
2023-09-12 19:00:00,280.5,269.311,21.7,24.5,114
2023-09-12 20:00:00,291.0,282.2,20.6,26.4,110
2023-09-12 21:00:00,301.0,308.129,20.0,27.4,113
2023-09-12 22:00:00,310.0,310.075,19.3,28.6,111
2023-09-12 23:00:00,314.0,311.473,18.6,29.5,108
2023-09-13 00:00:00,314.0,311.176,18.0,27.3,106
2023-09-13 01:00:00,311.0,305.64,18.1,27.7,106
2023-09-13 02:00:00,308.5,293.99,17.9,30.5,107
2023-09-13 03:00:00,306.0,309.688,17.4,31.0,108
2023-09-13 04:00:00,302.5,326.012,16.9,30.0,106
2023-09-13 05:00:00,304.0,331.061,16.6,30.8,101
2023-09-13 06:00:00,301.5,330.448,16.1,29.9,99
2023-09-13 07:00:00,293.5,326.196,17.0,31.6,102
2023-09-13 08:00:00,279.0,329.135,18.5,33.2,103
2023-09-13 09:00:00,255.0,305.873,21.5,31.6,107
2023-09-13 10:00:00,222.5,263.538,23.5,27.4,109
2023-09-13 11:00:00,183.0,216.58,25.4,24.7,111
2023-09-13 12:00:00,153.5,167.176,26.9,23.1,111
2023-09-13 13:00:00,144.0,113.945,27.7,22.7,110
2023-09-13 14:00:00,154.5,110.776,28.2,22.1,109
2023-09-13 15:00:00,176.5,110.695,28.1,22.3,108
2023-09-13 16:00:00,197.5,110.695,27.2,23.6,109
2023-09-13 17:00:00,216.0,110.695,25.6,25.4,111
2023-09-13 18:00:00,241.0,110.695,23.5,26.6,109
2023-09-13 19:00:00,267.5,110.695,22.2,27.4,104
2023-09-13 20:00:00,284.5,110.695,21.2,27.8,103
2023-09-13 21:00:00,296.0,110.695,20.7,29.0,107
2023-09-13 22:00:00,300.5,110.695,20.3,31.3,105
2023-09-13 23:00:00,294.5,110.695,19.5,29.3,101
2023-09-14 00:00:00,278.0,110.695,18.3,28.2,94
2023-09-14 01:00:00,261.0,110.695,16.9,25.6,94
2023-09-14 02:00:00,252.0,110.695,16.1,25.3,94
2023-09-14 03:00:00,245.5,110.695,16.5,25.7,96
2023-09-14 04:00:00,232.0,110.695,16.4,21.8,98
2023-09-14 05:00:00,227.5,110.695,16.0,20.9,101
2023-09-14 06:00:00,226.0,110.695,16.0,20.8,100
2023-09-14 07:00:00,210.0,110.695,16.6,20.1,100
2023-09-14 08:00:00,185.5,110.695,18.7,19.4,100
2023-09-14 09:00:00,158.0,110.695,21.3,21.5,99
2023-09-14 10:00:00,126.5,110.695,23.7,21.0,103
2023-09-14 11:00:00,89.5,110.695,25.8,20.3,107
2023-09-14 12:00:00,69.0,110.695,27.5,17.8,108
2023-09-14 13:00:00,70.0,110.695,28.7,16.0,113
2023-09-14 14:00:00,87.5,110.695,29.3,15.1,118
2023-09-14 15:00:00,118.0,110.695,29.2,15.6,119
2023-09-14 16:00:00,149.0,110.695,28.5,18.7,120
2023-09-14 17:00:00,181.5,110.695,27.0,20.8,120
2023-09-14 18:00:00,211.5,110.695,24.5,21.6,105
2023-09-14 19:00:00,229.0,110.695,23.2,26.0,85
2023-09-14 20:00:00,233.5,110.695,21.9,24.0,81
2023-09-14 21:00:00,225.0,110.695,20.5,19.8,74
2023-09-14 22:00:00,212.0,110.695,19.6,18.4,73
2023-09-14 23:00:00,198.5,110.695,19.2,18.7,74
2023-09-15 00:00:00,189.5,110.695,18.6,17.7,78
2023-09-15 01:00:00,180.5,110.695,18.1,17.4,77
2023-09-15 02:00:00,173.5,110.695,17.6,16.8,80
2023-09-15 03:00:00,167.0,110.695,17.1,16.3,82
2023-09-15 04:00:00,153.5,110.695,16.6,15.6,75
2023-09-15 05:00:00,143.0,110.695,16.2,15.4,74
2023-09-15 06:00:00,136.0,110.695,16.2,15.1,65
2023-09-15 07:00:00,138.0,110.695,19.5,15.2,54
2023-09-15 08:00:00,151.0,110.695,23.2,11.8,70
2023-09-15 09:00:00,161.5,110.695,26.2,15.5,86
2023-09-15 10:00:00,156.0,110.695,28.3,18.1,95
2023-09-15 11:00:00,142.5,110.695,29.9,19.4,105
2023-09-15 12:00:00,148.5,110.695,30.8,20.9,111
2023-09-15 13:00:00,174.0,110.695,31.4,20.6,117
2023-09-15 14:00:00,200.5,110.695,31.6,21.6,118
2023-09-15 15:00:00,234.5,171.956,31.2,23.2,123
2023-09-15 16:00:00,239.5,272.015,29.9,24.2,118
2023-09-15 17:00:00,290.0,315.376,28.2,27.4,109
2023-09-15 18:00:00,266.5,331.14,26.1,29.3,104
2023-09-15 19:00:00,217.5,337.423,24.4,31.7,99
2023-09-15 20:00:00,225.0,332.086,23.4,30.3,95
2023-09-15 21:00:00,305.0,324.457,22.4,30.2,98
2023-09-15 22:00:00,325.5,327.433,21.5,30.2,98
2023-09-15 23:00:00,323.0,327.991,20.9,32.7,98
2023-09-16 00:00:00,318.0,328.674,20.1,33.3,100
2023-09-16 01:00:00,310.0,321.895,18.7,31.2,97
2023-09-16 02:00:00,309.0,322.031,17.8,27.8,93
2023-09-16 03:00:00,312.0,304.313,17.9,28.5,94
2023-09-16 04:00:00,311.5,276.286,17.6,30.1,98
2023-09-16 05:00:00,307.0,276.759,17.4,30.3,93
2023-09-16 06:00:00,308.0,278.512,16.5,30.2,91
2023-09-16 07:00:00,286.0,279.272,17.5,32.1,93
2023-09-16 08:00:00,274.0,280.206,19.5,31.2,97
2023-09-16 09:00:00,266.5,281.01,21.2,35.0,105
2023-09-16 10:00:00,259.0,280.223,23.3,33.7,104
2023-09-16 11:00:00,244.5,278.78,25.5,33.2,103
2023-09-16 12:00:00,242.0,293.349,26.8,31.1,108
2023-09-16 13:00:00,280.0,292.304,27.6,30.1,107
2023-09-16 14:00:00,293.5,288.396,28.2,29.0,107
2023-09-16 15:00:00,298.5,292.643,28.1,27.9,110
2023-09-16 16:00:00,299.5,312.641,27.2,28.8,108
2023-09-16 17:00:00,219.0,328.366,25.7,31.0,110
2023-09-16 18:00:00,205.0,328.954,23.9,31.9,115
2023-09-16 19:00:00,293.0,331.229,22.8,33.7,113
2023-09-16 20:00:00,320.0,329.765,22.4,34.5,101
2023-09-16 21:00:00,320.5,330.313,21.6,33.6,107
2023-09-16 22:00:00,317.5,326.772,20.7,35.1,107
2023-09-16 23:00:00,315.5,329.033,18.9,35.9,106
2023-09-17 00:00:00,311.0,325.349,17.9,33.1,104
2023-09-17 01:00:00,309.5,324.208,17.3,31.7,105
2023-09-17 02:00:00,309.0,322.66,17.1,30.3,106
2023-09-17 03:00:00,307.0,328.313,17.0,30.2,105
2023-09-17 04:00:00,302.5,323.496,16.4,27.8,100
2023-09-17 05:00:00,296.5,328.492,15.6,26.4,95
2023-09-17 06:00:00,295.5,268.426,15.3,25.9,91
2023-09-17 07:00:00,287.0,210.289,17.2,31.5,95
2023-09-17 08:00:00,239.5,204.984,19.3,30.2,99
2023-09-17 09:00:00,157.5,210.941,21.6,32.7,98
2023-09-17 10:00:00,88.0,206.251,23.6,32.1,103
2023-09-17 11:00:00,86.0,188.262,25.7,29.8,105
2023-09-17 12:00:00,132.0,187.313,27.3,29.1,105
2023-09-17 13:00:00,184.0,202.494,28.2,28.7,105
2023-09-17 14:00:00,229.5,236.308,28.4,29.2,106
2023-09-17 15:00:00,258.5,259.999,28.1,29.4,107
2023-09-17 16:00:00,264.0,293.923,27.0,31.0,105
2023-09-17 17:00:00,208.5,318.301,25.5,31.8,106
2023-09-17 18:00:00,203.5,324.959,23.9,32.0,104
2023-09-17 19:00:00,284.0,322.241,23.0,29.2,100
2023-09-17 20:00:00,306.0,323.594,22.3,31.4,112
2023-09-17 21:00:00,287.5,323.326,21.2,36.1,104
2023-09-17 22:00:00,318.0,326.996,20.1,37.6,103
2023-09-17 23:00:00,316.0,322.428,18.6,37.4,103
2023-09-18 00:00:00,317.0,317.587,17.3,37.6,102
2023-09-18 01:00:00,314.0,312.507,16.4,34.6,102
2023-09-18 02:00:00,312.5,304.165,16.1,31.6,102
2023-09-18 03:00:00,312.0,310.255,15.7,31.1,101
2023-09-18 04:00:00,313.5,310.807,15.2,31.6,102
2023-09-18 05:00:00,312.0,309.516,15.3,29.4,101
2023-09-18 06:00:00,290.5,317.491,15.7,32.4,102
2023-09-18 07:00:00,247.0,318.244,17.0,35.2,104
2023-09-18 08:00:00,249.0,320.375,18.5,38.9,106
2023-09-18 09:00:00,264.5,323.512,21.2,38.1,108
2023-09-18 10:00:00,256.5,323.199,23.9,36.7,108
2023-09-18 11:00:00,240.0,315.437,25.7,32.6,110
2023-09-18 12:00:00,223.0,311.763,26.7,32.0,113
2023-09-18 13:00:00,196.0,308.312,27.4,31.4,112
2023-09-18 14:00:00,208.0,312.448,27.9,31.6,114
2023-09-18 15:00:00,209.0,327.929,27.4,32.4,114
2023-09-18 16:00:00,198.0,335.88,26.4,34.1,112
2023-09-18 17:00:00,227.5,330.56,24.9,34.4,111
2023-09-18 18:00:00,232.0,328.767,23.3,32.2,110
2023-09-18 19:00:00,232.5,334.186,22.4,33.3,103
2023-09-18 20:00:00,238.5,328.256,21.6,32.0,104
2023-09-18 21:00:00,266.0,335.975,21.0,35.1,111
2023-09-18 22:00:00,278.0,330.972,20.3,36.4,107
2023-09-18 23:00:00,309.0,330.381,19.3,34.7,103
2023-09-19 00:00:00,319.5,331.629,18.5,33.0,101
2023-09-19 01:00:00,316.0,334.476,18.0,28.7,97
2023-09-19 02:00:00,313.0,329.591,18.6,33.4,101
2023-09-19 03:00:00,308.5,320.842,17.9,31.2,101
2023-09-19 04:00:00,304.0,316.987,17.2,31.7,102
2023-09-19 05:00:00,299.5,310.758,16.9,30.2,102
2023-09-19 06:00:00,297.0,311.45,16.9,30.4,100
2023-09-19 07:00:00,295.5,313.675,18.3,35.4,99
2023-09-19 08:00:00,278.0,201.012,20.7,34.9,98
2023-09-19 09:00:00,244.0,181.103,22.2,35.4,99
2023-09-19 10:00:00,235.5,162.124,24.3,32.4,105
2023-09-19 11:00:00,234.0,142.483,26.1,29.4,105
2023-09-19 12:00:00,222.0,150.713,27.7,27.4,104
2023-09-19 13:00:00,250.5,147.462,28.1,28.4,102
2023-09-19 14:00:00,231.0,157.009,27.9,29.5,103
2023-09-19 15:00:00,182.5,158.972,27.2,30.7,103
2023-09-19 16:00:00,228.0,68.165,26.3,32.1,102
2023-09-19 17:00:00,251.5,76.214,25.1,31.8,103
2023-09-19 18:00:00,267.0,264.734,23.7,29.4,101
2023-09-19 19:00:00,292.5,270.809,22.8,28.5,106
2023-09-19 20:00:00,302.5,277.979,22.1,30.5,104
2023-09-19 21:00:00,306.5,304.503,20.2,31.3,107
2023-09-19 22:00:00,307.0,308.093,19.8,32.0,109
2023-09-19 23:00:00,304.5,314.866,19.2,33.0,106
2023-09-20 00:00:00,296.5,303.949,18.5,34.8,108
2023-09-20 01:00:00,293.5,274.917,17.7,34.6,109
2023-09-20 02:00:00,293.0,275.928,17.2,31.9,110
2023-09-20 03:00:00,293.0,234.477,17.2,31.2,112
2023-09-20 04:00:00,293.5,228.538,17.5,30.8,113
2023-09-20 05:00:00,293.5,255.348,16.8,27.9,115
2023-09-20 06:00:00,293.5,233.895,16.5,28.1,111
2023-09-20 07:00:00,294.0,5.072,17.6,33.2,108
2023-09-20 08:00:00,291.5,0.0,18.7,33.8,107
2023-09-20 09:00:00,278.0,0.0,22.0,32.0,104
2023-09-20 10:00:00,261.5,0.0,24.0,27.7,108
2023-09-20 11:00:00,242.5,0.0,25.7,25.9,111
2023-09-20 12:00:00,231.5,0.0,26.9,26.3,113
2023-09-20 13:00:00,210.0,0.0,27.7,26.4,114
2023-09-20 14:00:00,178.0,27.704,27.8,26.5,111
2023-09-20 15:00:00,173.0,48.445,27.8,27.1,112
2023-09-20 16:00:00,198.5,49.037,26.8,29.1,112
2023-09-20 17:00:00,225.5,59.885,25.5,30.0,113
2023-09-20 18:00:00,256.0,96.125,23.6,27.7,113
2023-09-20 19:00:00,282.5,136.163,22.8,26.8,107
2023-09-20 20:00:00,188.0,128.215,22.0,29.7,109
2023-09-20 21:00:00,233.5,148.412,20.2,30.0,114
2023-09-20 22:00:00,306.0,194.937,19.5,32.1,113
2023-09-20 23:00:00,304.0,199.566,18.8,33.2,111
2023-09-21 00:00:00,317.0,203.278,17.9,33.6,109
2023-09-21 01:00:00,311.0,202.731,17.0,33.9,109
2023-09-21 02:00:00,304.5,203.128,16.7,33.6,109
2023-09-21 03:00:00,298.0,201.949,16.3,31.9,108
2023-09-21 04:00:00,290.0,201.161,15.4,30.2,105
2023-09-21 05:00:00,285.5,201.577,14.5,29.5,103
2023-09-21 06:00:00,286.0,194.515,14.3,28.6,101
2023-09-21 07:00:00,283.0,11.539,16.4,33.9,105
2023-09-21 08:00:00,277.0,0.0,18.9,33.1,104
2023-09-21 09:00:00,262.5,0.0,21.2,31.8,103
2023-09-21 10:00:00,238.0,0.0,23.3,30.0,106
2023-09-21 11:00:00,207.5,0.0,25.0,28.0,110
2023-09-21 12:00:00,175.5,0.0,26.2,26.2,111
2023-09-21 13:00:00,148.0,0.0,27.3,25.0,113
2023-09-21 14:00:00,134.5,0.0,27.5,24.5,112
2023-09-21 15:00:00,152.0,0.0,27.2,24.5,112
2023-09-21 16:00:00,193.5,74.512,26.3,24.9,110
2023-09-21 17:00:00,229.0,191.296,25.0,25.5,112
2023-09-21 18:00:00,270.0,219.757,23.3,26.3,112
2023-09-21 19:00:00,302.5,254.451,22.4,27.0,109
2023-09-21 20:00:00,315.5,155.339,21.6,25.4,106
2023-09-21 21:00:00,320.5,140.09,20.3,29.6,116
2023-09-21 22:00:00,322.0,178.29,19.7,33.3,106
2023-09-21 23:00:00,320.5,208.851,18.5,34.7,100
2023-09-22 00:00:00,313.0,327.123,17.5,30.9,98
2023-09-22 01:00:00,306.5,300.159,17.4,30.7,99
2023-09-22 02:00:00,298.0,293.502,17.4,31.3,99
2023-09-22 03:00:00,291.5,298.306,16.7,29.4,101
2023-09-22 04:00:00,284.0,302.841,16.3,28.4,99
2023-09-22 05:00:00,278.5,309.662,15.7,27.0,93
2023-09-22 06:00:00,276.0,285.984,15.2,24.9,92
2023-09-22 07:00:00,270.0,25.03,16.9,25.6,94
2023-09-22 08:00:00,259.0,0.222,19.3,30.1,102
2023-09-22 09:00:00,236.0,27.201,21.8,31.4,103
2023-09-22 10:00:00,199.0,137.873,23.2,27.1,104
2023-09-22 11:00:00,158.5,103.569,25.1,21.8,106
2023-09-22 12:00:00,130.5,74.873,26.8,18.9,111
2023-09-22 13:00:00,116.5,52.54,27.9,17.7,117
2023-09-22 14:00:00,113.5,54.42,28.4,17.4,120
2023-09-22 15:00:00,132.5,73.445,28.3,18.4,121
2023-09-22 16:00:00,164.5,82.762,27.5,20.1,114
2023-09-22 17:00:00,191.5,118.624,26.2,21.5,113
2023-09-22 18:00:00,232.0,187.841,24.2,24.5,118
2023-09-22 19:00:00,271.5,263.762,23.0,26.5,111
2023-09-22 20:00:00,286.5,288.366,22.1,29.1,108
2023-09-22 21:00:00,289.5,275.368,21.3,26.5,105
2023-09-22 22:00:00,289.0,265.451,20.6,26.5,97
2023-09-22 23:00:00,286.5,296.031,20.3,29.0,97
2023-09-23 00:00:00,256.5,257.967,19.3,29.5,98
2023-09-23 01:00:00,245.0,268.386,17.9,24.1,93
2023-09-23 02:00:00,223.0,271.982,17.0,20.9,92
2023-09-23 03:00:00,197.0,273.384,16.9,19.9,96
2023-09-23 04:00:00,171.0,261.604,17.4,19.9,95
2023-09-23 05:00:00,165.0,248.531,17.3,19.8,93
2023-09-23 06:00:00,157.0,211.65,17.5,18.4,86
2023-09-23 07:00:00,121.5,172.85,18.7,18.9,81
2023-09-23 08:00:00,88.0,119.933,21.1,17.3,86
2023-09-23 09:00:00,70.0,88.432,24.1,17.3,88
2023-09-23 10:00:00,55.0,55.608,26.1,17.4,96
2023-09-23 11:00:00,38.5,23.831,27.7,12.7,98
2023-09-23 12:00:00,29.0,10.774,29.1,9.4,86
2023-09-23 13:00:00,27.0,4.721,30.4,8.8,71
2023-09-23 14:00:00,33.0,2.972,31.0,12.4,68
2023-09-23 15:00:00,49.5,3.285,30.9,13.1,69
2023-09-23 16:00:00,77.5,14.531,30.9,11.4,72
2023-09-23 17:00:00,112.5,58.963,29.2,14.2,69
2023-09-23 18:00:00,154.5,107.779,27.6,18.1,84
2023-09-23 19:00:00,190.5,203.923,25.1,15.9,96
2023-09-23 20:00:00,209.5,159.632,24.3,25.0,84
2023-09-23 21:00:00,236.5,129.501,23.6,21.7,78
2023-09-23 22:00:00,264.5,136.628,22.3,19.5,88
2023-09-23 23:00:00,272.0,187.211,21.4,19.1,90
2023-09-24 00:00:00,253.5,286.212,21.3,26.2,99
2023-09-24 01:00:00,254.0,270.73,20.6,29.9,89
2023-09-24 02:00:00,244.5,264.526,19.4,23.8,93
2023-09-24 03:00:00,226.5,250.083,18.5,20.9,90
2023-09-24 04:00:00,204.0,251.544,17.8,18.7,89
2023-09-24 05:00:00,196.0,246.291,17.2,18.4,89
2023-09-24 06:00:00,184.0,241.872,18.0,18.7,89
2023-09-24 07:00:00,138.5,230.666,19.5,19.1,89
2023-09-24 08:00:00,90.5,206.984,21.8,19.5,87
2023-09-24 09:00:00,62.5,156.24,24.4,19.9,85
2023-09-24 10:00:00,50.0,85.378,26.5,18.8,85
2023-09-24 11:00:00,31.5,35.269,28.4,12.3,85
2023-09-24 12:00:00,25.5,9.782,30.0,7.9,93
2023-09-24 13:00:00,31.5,6.443,31.3,7.7,118
2023-09-24 14:00:00,38.0,11.429,32.1,12.1,127
2023-09-24 15:00:00,50.5,10.62,31.4,17.9,128
2023-09-24 16:00:00,75.0,4.953,30.1,22.3,129
2023-09-24 17:00:00,105.5,13.968,28.8,19.8,127
2023-09-24 18:00:00,139.5,120.973,26.6,18.6,108
2023-09-24 19:00:00,158.0,188.384,25.6,25.0,83
2023-09-24 20:00:00,156.5,140.711,24.5,24.4,74
2023-09-24 21:00:00,172.5,159.725,24.0,23.1,79
2023-09-24 22:00:00,198.5,186.289,22.9,19.1,89
2023-09-24 23:00:00,207.5,200.867,22.1,19.1,90
2023-09-25 00:00:00,198.5,247.353,21.5,20.5,105
2023-09-25 01:00:00,181.5,227.655,21.1,21.8,98
2023-09-25 02:00:00,165.5,194.983,20.6,21.7,95
2023-09-25 03:00:00,154.5,165.583,19.7,18.9,103
2023-09-25 04:00:00,142.5,162.733,18.7,14.8,89
2023-09-25 05:00:00,134.0,138.777,18.0,12.4,73
2023-09-25 06:00:00,124.0,133.709,18.4,13.7,72
2023-09-25 07:00:00,107.0,99.138,21.3,11.4,72
2023-09-25 08:00:00,93.0,94.923,24.1,12.5,72
2023-09-25 09:00:00,81.5,53.571,26.8,15.5,77
2023-09-25 10:00:00,66.0,37.639,29.1,14.7,79
2023-09-25 11:00:00,51.5,16.622,30.5,12.2,92
2023-09-25 12:00:00,43.0,8.536,31.1,11.6,116
2023-09-25 13:00:00,34.0,16.838,31.5,14.0,136
2023-09-25 14:00:00,31.0,27.524,31.8,15.3,141
2023-09-25 15:00:00,46.0,40.4,31.5,16.3,125
2023-09-25 16:00:00,69.5,73.221,30.8,16.3,118
2023-09-25 17:00:00,93.5,90.699,29.6,15.8,125
2023-09-25 18:00:00,124.0,153.552,27.5,19.9,131
2023-09-25 19:00:00,150.0,166.209,26.5,23.2,118
2023-09-25 20:00:00,165.0,131.636,25.5,22.4,95
2023-09-25 21:00:00,180.0,108.374,25.1,23.4,93
2023-09-25 22:00:00,199.0,122.633,24.2,22.3,92
2023-09-25 23:00:00,213.0,133.181,23.7,22.7,94
2023-09-26 00:00:00,199.0,239.613,23.0,21.7,97
2023-09-26 01:00:00,193.5,242.2,22.0,20.1,99
2023-09-26 02:00:00,177.5,209.595,21.2,18.7,89
2023-09-26 03:00:00,163.5,203.864,20.3,18.4,92
2023-09-26 04:00:00,154.5,212.669,19.6,17.0,86
2023-09-26 05:00:00,154.0,214.262,19.1,16.5,80
2023-09-26 06:00:00,151.0,180.298,19.0,15.9,86
2023-09-26 07:00:00,128.5,129.3,21.3,12.7,83
2023-09-26 08:00:00,100.0,115.015,23.8,14.0,91
