MUNICÍPIO - UF,UF,LATITUDE,LONGITUDE
LAGOA VERMELHA - RS,RS,-28.20887025,-51.52722853
SETE LAGOAS - MG,MG,-19.45828742,-44.23959462
LAGUNA - SC,SC,-28.48358595,-48.78138862
LAJEADO - TO,TO,-9.744682436,-48.35850395
LAJES - RN,RN,-5.698830359,-36.24273513
LAPA - PR,PR,-25.76510249,-49.71859581
LARANJA DA TERRA - ES,ES,-19.89869345,-41.05524435
LARANJAL - PR,PR,-24.88830158,-52.47166618
LARANJEIRAS - SE,SE,-10.79702951,-37.1605682
LARANJEIRAS DO SUL - PR,PR,-25.40168151,-52.40884742
LASSANCE - MG,MG,-17.89511518,-44.57935856
LAURO DE FREITAS - BA,BA,-12.89671761,-38.32346161
LAVRAS - MG,MG,-21.24287024,-44.99993111
LAVRAS DA MANGABEIRA - CE,CE,-6.754747977,-38.96727505
LAVRINHAS - SP,SP,-22.57009647,-44.89311028
LEBON RÉGIS - SC,SC,-26.92911401,-50.69182786
LEME - SP,SP,-22.18543601,-47.38870797
LENÇÓIS PAULISTA - SP,SP,-22.597507,-48.79868197
LEOBERTO LEAL - SC,SC,-27.50638952,-49.2894015
LEOPOLDINA - MG,MG,-21.53072936,-42.64184413
LEOPOLDO DE BULHÕES - GO,GO,-16.61896493,-48.74645234
LIBERATO SALZANO - RS,RS,-27.59647016,-53.07486074
LIBERDADE - MG,MG,-22.0243587,-44.31514094
LICÍNIO DE ALMEIDA - BA,BA,-14.67586608,-42.50268364
LIMA DUARTE - MG,MG,-21.84109552,-43.79638322
LIMEIRA - SP,SP,-22.562194,-47.40193952
LIMEIRA DO OESTE - MG,MG,-19.54777716,-50.57529037
LIMOEIRO DO NORTE - CE,CE,-5.15023902,-38.09909487
LINHARES - ES,ES,-19.39810593,-40.0653058
LINS - SP,SP,-21.6723465,-49.75142339
LONDRINA - PR,PR,-23.312156,-51.16277342
LORENA - SP,SP,-22.73169303,-45.12424814
LOUVEIRA - SP,SP,-23.0867785,-46.94644022
LUCAS DO RIO VERDE - MT,MT,-13.07046495,-55.92177071
LUCÉLIA - SP,SP,-21.72341565,-51.01834914
LUIZ ALVES - SC,SC,-26.72111079,-48.92604677
LUPÉRCIO - SP,SP,-22.41381539,-49.8203247
LUZIÂNIA - GO,GO,-16.258541,-47.95572006
LUÍS ANTÔNIO - SP,SP,-21.55170653,-47.70027994
LUÍS CORREIA - PI,PI,-2.881566536,-41.66456723
LUÍS EDUARDO MAGALHÃES - BA,BA,-12.07837226,-45.80046441
LÁBREA - AM,AM,-7.261946553,-64.79477303
MACAPARANA - PE,PE,-7.555680699,-35.44987498
MACAPÁ - AP,AP,0.03895101,-51.05740546
MACARANI - BA,BA,-15.56731615,-40.42204411
MACATUBA - SP,SP,-22.50554963,-48.71140539
MACAU - RN,RN,-5.11336765,-36.63497318
MACAÉ - RJ,RJ,-22.36870497,-41.77506429
MACAÍBA - RN,RN,-5.85723662,-35.35523713
MACEIÓ - AL,AL,-9.660822152,-35.70162991
MACHADINHO - RS,RS,-27.56813997,-51.66750736
MACHADINHO D'OESTE - RO,RO,-9.42556248,-61.99959257
MACHADO - MG,MG,-17.10406388,-42.20684977
MACUCO - RJ,RJ,-21.99022951,-42.25707388
MACURURÉ - BA,BA,-9.174705911,-39.05951503
MADRE DE DEUS DE MINAS - MG,MG,-21.47732207,-44.34088591
MAFRA - SC,SC,-26.11522849,-49.80103753
MAGÉ - RJ,RJ,-22.65434876,-43.04024613
MAIQUINIQUE - BA,BA,-15.6197717,-40.26051512
MAIRIPORÃ - SP,SP,-23.32245938,-46.59019587
MAJOR GERCINO - SC,SC,-27.41866041,-48.95335396
MALTA - PB,PB,-6.907185123,-37.51777571
MAMANGUAPE - PB,PB,-6.833715147,-35.1238932
MANACAPURU - AM,AM,-3.298278035,-60.62058945
MANAQUIRI - AM,AM,-3.429079669,-60.45888131
MANAUS - AM,AM,-3.134691491,-60.02333518
MANGUEIRINHA - PR,PR,-25.94298134,-52.17632583
MANHUAÇU - MG,MG,-20.25868008,-42.03384829
MANICORÉ - AM,AM,-5.813205261,-61.29924841
MANOEL RIBAS - PR,PR,-24.52173088,-51.6690786
MANOEL URBANO - AC,AC,-8.836317737,-69.25994458
MANSIDÃO - BA,BA,-10.71582896,-44.03648541
MARABÁ - PA,PA,-5.352605763,-49.14202533
MARACAJU - MS,MS,-21.62361038,-55.15713957
MARACANAÚ - CE,CE,-3.876964451,-38.62441865
MARACAÍ - SP,SP,-22.61041534,-50.66896825
MARAPOAMA - SP,SP,-21.25876193,-49.14000081
MARAU - RS,RS,-28.44845393,-52.19677693
MARAVILHA - SC,SC,-26.76162395,-53.17481882
MARAÃ - AM,AM,-1.866436877,-65.5742837
MARCO - CE,CE,-3.120707025,-40.15164364
MARCOLÂNDIA - PI,PI,-7.443556661,-40.66285429
MARECHAL CÂNDIDO RONDON - PR,PR,-24.5592545,-54.06000782
MARECHAL DEODORO - AL,AL,-9.739155702,-35.8930687
MARECHAL THAUMATURGO - AC,AC,-8.953591123,-72.79026591
MARIA DA FÉ - MG,MG,-22.30721878,-45.37105369
MARIANA - MG,MG,-20.37449323,-43.41614041
MARILÂNDIA DO SUL - PR,PR,-23.74577909,-51.30929053
MARINGÁ - PR,PR,-23.42228,-51.93988187
MARITUBA - PA,PA,-1.346417266,-48.34053588
MARMELEIRO - PR,PR,-26.14869719,-53.02618398
MARTINHO CAMPOS - MG,MG,-19.32974235,-45.2386504
MARTINÓPOLIS - SP,SP,-22.14783248,-51.17076806
MARÍLIA - SP,SP,-22.214933,-49.95164564
MASSARANDUBA - SC,SC,-26.59545801,-48.98874466
MATA DE SÃO JOÃO - BA,BA,-12.52997079,-38.29729932
MATARACA - PB,PB,-6.600518654,-35.04855767
MATEIROS - TO,TO,-10.54442885,-46.41246574
MATELÂNDIA - PR,PR,-25.23792101,-53.97438734
MATIAS BARBOSA - MG,MG,-21.86947927,-43.31916199
MATIAS CARDOSO - MG,MG,-14.85028388,-43.91782644
MATINHOS - PR,PR,-25.8164097,-48.53377119
MATO VERDE - MG,MG,-16.50097959,-44.22760659
MATOS COSTA - SC,SC,-26.47411544,-51.15745144
MATOZINHOS - MG,MG,-19.56191028,-44.08397457
MATRIZ DE CAMARAGIBE - AL,AL,-9.158525825,-35.53355483
MATÃO - SP,SP,-21.60299451,-48.3677477
MAURITI - CE,CE,-7.387398,-38.77279544
MAUÁ - SP,SP,-23.6693345,-46.45826201
MAUÉS - AM,AM,-3.386427926,-57.71503439
MAXIMILIANO DE ALMEIDA - RS,RS,-27.63494065,-51.8017182
MELEIRO - SC,SC,-28.83244582,-49.62984936
MELGAÇO - PA,PA,-1.803446699,-50.7174647
MENDONÇA - SP,SP,-21.18015617,-49.582019
MERIDIANO - SP,SP,-20.3541099,-50.18183184
MIGUEL CALMON - BA,BA,-11.42834421,-40.59606961
MIGUEL PEREIRA - RJ,RJ,-22.45542661,-43.47467612
MILAGRES - CE,CE,-7.310427797,-38.94315677
MIMOSO DE GOIÁS - GO,GO,-15.05929349,-48.16327312
MIMOSO DO SUL - ES,ES,-21.06537351,-41.36442527
MINAS DO LEÃO - RS,RS,-30.12243951,-52.0512802
MINEIROS - GO,GO,-17.56616757,-52.55466719
MINEIROS DO TIETÊ - SP,SP,-22.4116968,-48.45180231
MIRACATU - SP,SP,-24.28392947,-47.457104
MIRACEMA DO TOCANTINS - TO,TO,-9.568346078,-48.38799131
MIRADOURO - MG,MG,-20.89441907,-42.34614986
MIRANDA DO NORTE - MA,MA,-3.562644774,-44.58427569
MIRANDÓPOLIS - SP,SP,-21.13208699,-51.10564039
MIRANDÓPOLIS - SP,SP,-21.13208699,-51.10564039
MIRANTE DO PARANAPANEMA - SP,SP,-22.29055859,-51.90579431
MIRASSOL D'OESTE - MT,MT,-15.67407078,-58.09790357
MIRAÍ - MG,MG,-21.19398174,-42.61603959
MIRIM DOCE - SC,SC,-27.20120508,-50.06856371
MOCOCA - SP,SP,-21.46899051,-47.00717098
MOGI GUAÇU - SP,SP,-22.36572019,-46.94447409
MOGI DAS CRUZES - SP,SP,-23.5227065,-46.19676008
MOJI MIRIM - SP,SP,-22.4326955,-46.95636713
MONTALVÂNIA - MG,MG,-14.42036478,-44.36362058
MONTANHA - ES,ES,-18.12685665,-40.36342088
MONTE ALEGRE DE MINAS - MG,MG,-18.86916672,-48.87711691
MONTE ALEGRE DOS CAMPOS - RS,RS,-28.68507178,-50.78283371
MONTE APRAZÍVEL - SP,SP,-20.77214014,-49.71411616
MONTE AZUL - MG,MG,-15.15533859,-42.87316549
MONTE BELO - MG,MG,-17.51404511,-42.88818193
MONTE CARMELO - MG,MG,-18.72903844,-47.49597243
MONTE DAS GAMELEIRAS - RN,RN,-6.439466017,-35.78660712
MONTE DO CARMO - TO,TO,-10.76354219,-48.11042003
MONTE NEGRO - RO,RO,-10.26309776,-63.29555917
MONTE SANTO DE MINAS - MG,MG,-21.19047484,-46.97711855
MONTE SANTO DO TOCANTINS - TO,TO,-10.00559143,-48.9908906
MONTENEGRO - RS,RS,-29.68811861,-51.46129938
MONTES CLAROS - MG,MG,-16.72270664,-43.86542243
MONTES CLAROS DE GOIÁS - GO,GO,-16.00475991,-51.40049888
MONÇÕES - SP,SP,-20.8503257,-50.09630613
MORADA NOVA - CE,CE,-5.096952,-38.36490735
MOREIRA SALES - PR,PR,-24.04475824,-53.01344657
MORMAÇO - RS,RS,-28.69335122,-52.69282632
MORRETES - PR,PR,-25.47848168,-48.8315392
MORRINHOS - GO,GO,-17.7352711,-49.11017707
MORRO AGUDO - SP,SP,-20.732663,-48.05759383
MORRO DA FUMAÇA - SC,SC,-28.65478784,-49.21325651
MORRO DO CHAPÉU - BA,BA,-11.55012611,-41.15909651
MOSSORÓ - RN,RN,-5.193801235,-37.35687414
MOSTARDAS - RS,RS,-31.10822511,-50.91915885
MUANÁ - PA,PA,-1.530026208,-49.21683244
MUCAJAÍ - RR,RR,2.479772235,-60.91151853
MUCURI - BA,BA,-18.08853974,-39.54754589
MUITOS CAPÕES - RS,RS,-28.3189128,-51.18460234
MULUNGU DO MORRO - BA,BA,-11.96722002,-41.64380001
MUNIZ FREIRE - ES,ES,-20.45654559,-41.41751378
MUQUÉM DE SÃO FRANCISCO - BA,BA,-12.06826126,-43.55185992
MURIAÉ - MG,MG,-21.13204679,-42.3610749
MURIBECA - SE,SE,-10.42742747,-36.95700144
MUZAMBINHO - MG,MG,-21.37301275,-46.52680469
NANUQUE - MG,MG,-17.83899335,-40.35173883
NARANDIBA - SP,SP,-22.4042832,-51.52423985
NATAL - RN,RN,-5.750898538,-35.25225473
NATIVIDADE - TO,TO,-11.70535738,-47.72725753
NAVEGANTES - SC,SC,-26.89743912,-48.6491829
NAVIRAÍ - MS,MS,-23.05999948,-54.19883617
NAZARÉ DA MATA - PE,PE,-7.737688,-35.2213387
NAZÁRIO - GO,GO,-16.58052808,-49.88198823
NEPOMUCENO - MG,MG,-21.23457694,-45.23742912
NERÓPOLIS - GO,GO,-16.40404368,-49.22446253
NEÓPOLIS - SE,SE,-10.31587823,-36.57671818
NHAMUNDÁ - AM,AM,-2.188983767,-56.71676991
NIQUELÂNDIA - GO,GO,-14.46911014,-48.45858515
NITERÓI - RJ,RJ,-22.89645239,-43.07582317
NOBRES - MT,MT,-14.72450027,-56.33408483
NONOAI - RS,RS,-27.35466453,-52.77618857
NORMANDIA - RR,RR,3.882978285,-59.63520628
NORTELÂNDIA - MT,MT,-14.45372456,-56.80206898
NOSSA SENHORA DAS DORES - SE,SE,-10.49205437,-37.19371121
NOSSA SENHORA DO SOCORRO - SE,SE,-10.84875418,-37.12849613
NOVA ALIANÇA - SP,SP,-21.01373472,-49.50713835
NOVA ALVORADA DO SUL - MS,MS,-21.46663425,-54.3828036
NOVA ANDRADINA - MS,MS,-22.24875931,-53.35157381
NOVA BANDEIRANTES - MT,MT,-9.84295282,-57.8184758
NOVA BASSANO - RS,RS,-28.72346864,-51.70323142
NOVA BRASILÂNDIA D'OESTE - RO,RO,-11.72132541,-62.30823016
NOVA CAMPINA - SP,SP,-24.12321042,-48.90573848
NOVA CANAÃ DO NORTE - MT,MT,-10.63110423,-55.71487731
NOVA ERA - MG,MG,-19.76442307,-43.03545685
NOVA EUROPA - SP,SP,-21.77892288,-48.56214043
NOVA FRIBURGO - RJ,RJ,-22.28646146,-42.53277126
NOVA FÁTIMA - PR,PR,-23.43235857,-50.56231422
NOVA GRANADA - SP,SP,-20.533154,-49.32009288
NOVA HARTZ - RS,RS,-29.58574753,-50.90379343
NOVA IGUAÇU - RJ,RJ,-22.75983483,-43.45034533
NOVA INDEPENDÊNCIA - SP,SP,-21.104542,-51.49044653
NOVA LACERDA - MT,MT,-14.46978899,-59.5903305
NOVA LIMA - MG,MG,-19.98389299,-43.84978336
NOVA LONDRINA - PR,PR,-22.7638686,-52.98631263
NOVA MAMORÉ - RO,RO,-10.41177129,-65.32914902
NOVA MARILÂNDIA - MT,MT,-14.36245127,-56.97317679
NOVA MUTUM - MT,MT,-13.83272569,-56.11000525
NOVA ODESSA - SP,SP,-22.78279466,-47.29363461
NOVA OLINDA - TO,TO,-7.633314911,-48.42480679
NOVA OLINDA DO NORTE - AM,AM,-3.887592832,-59.09307403
NOVA OLÍMPIA - MT,MT,-14.77941424,-57.28292396
NOVA PALMA - RS,RS,-29.47302574,-53.47063511
NOVA PALMEIRA - PB,PB,-6.676605843,-36.41871297
NOVA PONTE - MG,MG,-19.16889165,-47.67057075
NOVA PRATA - RS,RS,-28.78394471,-51.60899569
NOVA PÁDUA - RS,RS,-29.03004645,-51.30682464
NOVA RESENDE - MG,MG,-21.12665191,-46.4170291
NOVA ROMA DO SUL - RS,RS,-28.98474891,-51.40515747
NOVA SANTA RITA - PI,PI,-8.074964718,-42.048262
NOVA TRENTO - SC,SC,-27.28777117,-48.92579543
NOVA UBIRATÃ - MT,MT,-13.03382772,-55.27321332
NOVO AIRÃO - AM,AM,-2.623432459,-60.94881071
NOVO ARIPUANÃ - AM,AM,-5.122669314,-60.37704567
NOVO BARREIRO - RS,RS,-27.90678847,-53.11349885
NOVO HAMBURGO - RS,RS,-29.68632603,-51.12860528
NOVO HORIZONTE - BA,BA,-11.87041178,-42.72256735
NOVO HORIZONTE - SP,SP,-21.46847499,-49.22174953
NOVO MUNDO - MT,MT,-9.977109194,-55.17201893
NOVO PROGRESSO - PA,PA,-7.034835913,-55.41987012
NOVO SÃO JOAQUIM - MT,MT,-14.88656526,-53.01611551
NOVO TIRADENTES - RS,RS,-27.56355843,-53.18570259
NUPORANGA - SP,SP,-20.73399973,-47.74910546
NÃO-ME-TOQUE - RS,RS,-28.45990677,-52.81927949
OEIRAS DO PARÁ - PA,PA,-2.004734,-49.85510611
OIAPOQUE - AP,AP,3.851130733,-51.83055256
OLHOS-D'ÁGUA - MG,MG,-17.40189993,-43.57141098
OLIVEIRA - MG,MG,-20.69751578,-44.82641087
OLIVEIRA DOS BREJINHOS - BA,BA,-12.32058895,-42.89701977
OLÍMPIA - SP,SP,-20.73728399,-48.91349173
ONDA VERDE - SP,SP,-20.61272212,-49.29921479
ORINDIÚVA - SP,SP,-20.18019674,-49.35181848
ORIXIMINÁ - PA,PA,-1.7637535,-55.86279952
ORTIGUEIRA - PR,PR,-24.21201067,-50.92692954
OSASCO - SP,SP,-23.533612,-46.78881014
OSVALDO CRUZ - SP,SP,-21.7970835,-50.87313911
OSÓRIO - RS,RS,-29.89269708,-50.26679781
OTACÍLIO COSTA - SC,SC,-27.50384618,-50.11231469
OURICURI - PE,PE,-9.151092549,-37.11478653
OURINHOS - SP,SP,-22.9772675,-49.86857984
OURO BRANCO - MG,MG,-20.52358312,-43.6947708
OURO FINO - MG,MG,-22.28352442,-46.38008083
OURO PRETO - MG,MG,-20.38677637,-43.50644752
OURO VERDE - SC,SC,-26.5332713,-53.69010401
OURO VERDE DO OESTE - PR,PR,-24.77079429,-53.89953808
OUROESTE - SP,SP,-19.99559211,-50.37758465
OUROLÂNDIA - BA,BA,-10.96461765,-41.08181173
PACARAIMA - RR,RR,4.47525934,-61.14730635
PACATUBA - CE,CE,-3.986120022,-38.61829931
PADRE BERNARDO - GO,GO,-15.16435542,-48.28596562
PALESTINA - SP,SP,-20.39058747,-49.4337824
PALMA SOLA - SC,SC,-26.34650813,-53.27997725
PALMARES - PE,PE,-8.6790825,-35.58833599
PALMARES DO SUL - RS,RS,-30.26006665,-50.50605197
PALMAS - PR,PR,-26.48147252,-51.98877389
PALMAS - TO,TO,-10.16325333,-48.35104371
PALMEIRA - PR,PR,-25.4185679,-50.00324682
PALMEIRA DAS MISSÕES - RS,RS,-27.90062088,-53.31495391
PALMEIRAS DE GOIÁS - GO,GO,-16.80698801,-49.92278713
PALMITAL - SP,SP,-22.785592,-50.21879099
PALOTINA - PR,PR,-24.27940949,-53.83877172
PANAMBI - RS,RS,-28.29273054,-53.50026517
PARACAMBI - RJ,RJ,-22.60972716,-43.70938456
PARACATU - MG,MG,-17.21974191,-46.87541889
PARACURU - CE,CE,-3.411635009,-39.02954534
PARAGOMINAS - PA,PA,-2.9941905,-47.35696156
PARAGUAÇU PAULISTA - SP,SP,-22.41771102,-50.57502853
PARAIBUNA - SP,SP,-23.38626157,-45.66286406
PARANACITY - PR,PR,-22.92681005,-52.15598873
PARANAGUÁ - PR,PR,-25.5068415,-48.52473284
PARANATAMA - PE,PE,-8.920145338,-36.65842927
PARANATINGA - MT,MT,-14.42769848,-54.05409199
PARANAÍBA - MS,MS,-19.67737173,-51.18870771
PARANÃ - TO,TO,-12.62048149,-47.88408373
PARAOPEBA - MG,MG,-19.28142895,-44.40311687
PARAPUÃ - SP,SP,-21.77983914,-50.79384384
PARATINGA - BA,BA,-12.69069712,-43.18202508
PARAUAPEBAS - PA,PA,-6.072729888,-49.90078063
PARAZINHO - RN,RN,-5.230780734,-35.84498952
PARAÍBA DO SUL - RJ,RJ,-22.16198154,-43.28954446
PARAÍSO - SC,SC,-26.61526297,-53.67531413
PARAÍSO - SP,SP,-23.08320936,-47.3888845
PARAÍSO DAS ÁGUAS - SP,MS,-20.17980038,-51.01836561
PARAÍSO DO TOCANTINS - TO,TO,-10.17122075,-48.88663008
PARAÚNA - GO,GO,-16.94669701,-50.45764059
PARELHAS - RN,RN,-6.126719028,-35.44199858
PARINTINS - AM,AM,-2.627052586,-56.73629215
PARIPIRANGA - BA,BA,-10.67599231,-37.8704477
PARNAGUÁ - PI,PI,-10.21718097,-44.63431461
PARNAMIRIM - RN,RN,-5.910369758,-35.25920907
PARNAÍBA - PI,PI,-2.903360145,-41.77817059
PARÁ DE MINAS - MG,MG,-19.86473796,-44.60538019
PASSA QUATRO - MG,MG,-22.38979813,-44.96963867
PASSA TEMPO - MG,MG,-20.65238775,-44.4934172
PASSA-VINTE - MG,MG,-22.20897688,-44.23104879
PASSO FUNDO - RS,RS,-28.26176713,-52.40709509
PASSOS - MG,MG,-20.7192119,-46.61141257
PASSOS MAIA - SC,SC,-26.78088915,-52.0617238
PATO BRANCO - PR,PR,-26.22995852,-52.677362
PATOS DE MINAS - MG,MG,-18.59257082,-46.51591568
PATROCÍNIO - MG,MG,-18.94081296,-46.99743824
PATROCÍNIO DO MURIAÉ - MG,MG,-21.15171127,-42.2126533
PATROCÍNIO PAULISTA - SP,SP,-20.6411534,-47.28306009
PATY DO ALFERES - RJ,RJ,-22.42741463,-43.42487092
PAUINI - AM,AM,-7.714043644,-67.00209749
PAULICÉIA - SP,SP,-21.30927556,-51.84713995
PAULINO NEVES - MA,MA,-2.71820599,-42.54542398
PAULISTA - PE,PE,-7.943188,-34.88479162
PAULÍNIA - SP,SP,-22.7599217,-47.1543858
PEABIRU - PR,PR,-23.91412643,-52.34789615
PEDRA - PE,PE,-8.4984765,-36.94279815
PEDRA AZUL - MG,MG,-16.00592279,-41.28175198
PEDRA DO INDAIÁ - MG,MG,-20.2535964,-45.20981009
PEDRA GRANDE - RN,RN,-5.149387433,-35.87599064
PEDRA LAVRADA - PB,PB,-6.757881461,-36.47205036
PEDRA PRETA - MT,MT,-14.38263755,-53.19940019
PEDRA PRETA - RN,RN,-5.581909156,-36.10313582
PEDRANÓPOLIS - SP,SP,-20.24764667,-50.11239028
PEDRAS DE FOGO - PB,PB,-7.4015385,-35.11317798
PEDRAS GRANDES - SC,SC,-28.43721765,-49.18648755
PEDREIRA - SP,SP,-22.743771,-46.89780209
PEDRO AFONSO - TO,TO,-8.964449592,-48.17755611
PEDRO AVELINO - RN,RN,-5.524002182,-36.38522926
PEDRO LEOPOLDO - MG,MG,-19.61839589,-44.04588396
PEIXE - TO,TO,-12.02977383,-48.53781063
PELOTAS - RS,RS,-31.71959788,-52.34432006
PENEDO - AL,AL,-10.2961103,-36.58046021
PENÁPOLIS - SP,SP,-21.41838302,-50.07303628
PERDIZES - MG,MG,-19.33865752,-47.29200845
PEREIRA BARRETO - SP,SP,-20.636669,-51.10666102
PERITIBA - SC,SC,-27.37730928,-51.90981467
PEROBAL - PR,PR,-23.89456175,-53.4115002
PEROLÂNDIA - GO,GO,-17.52645352,-52.06657725
PETROLINA - PE,PE,-9.397375515,-40.49999933
PETROLÂNDIA - PE,PE,-8.977343464,-38.22073355
PETROLÂNDIA - SC,SC,-27.52812683,-49.69486862
PETRÓPOLIS - RJ,RJ,-22.51059861,-43.17733658
PIATÃ - BA,BA,-13.16445687,-41.77062304
PIAU - MG,MG,-21.50461753,-43.32912517
PIEDADE - SP,SP,-23.71420222,-47.41801515
PILAR DE GOIÁS - GO,GO,-14.76609045,-49.57511431
PILAR DO SUL - SP,SP,-23.814612,-47.71550772
PIMENTA BUENO - RO,RO,-11.67753699,-61.18366567
PIMENTEIRAS DO OESTE - RO,RO,-13.476562,-61.044379
PINDAMONHANGABA - SP,SP,-22.92666873,-45.46204885
PINDAÍ - BA,BA,-14.48998754,-42.68703332
PINDORETAMA - CE,CE,-4.027803993,-38.30008798
PINHAL GRANDE - RS,RS,-29.33536013,-53.33863834
PINHALÃO - PR,PR,-23.78735473,-50.06260306
PINHEIRO MACHADO - RS,RS,-31.58059267,-53.38461997
PINHEIRO PRETO - SC,SC,-27.04513462,-51.23053648
PINHÃO - PR,PR,-25.69629501,-51.64827019
PIO IX - PI,PI,-6.832687301,-40.61827279
PIRACANJUBA - GO,GO,-17.30180972,-49.02456035
PIRACICABA - SP,SP,-22.723722,-47.64684624
PIRAJU - SP,SP,-23.1929915,-49.38397449
PIRAJUBA - MG,MG,-19.90850491,-48.69663806
PIRANGI - SP,SP,-21.09963166,-48.66984193
PIRANGUÇU - MG,MG,-22.52649385,-45.4932717
PIRANHAS - AL,AL,-9.806251353,-37.0383716
PIRANHAS - GO,GO,-16.42070644,-51.82180134
PIRAPORA - MG,MG,-17.3495821,-44.95106538
PIRAPORA DO BOM JESUS - SP,SP,-23.39752331,-47.00096757
PIRAPOZINHO - SP,SP,-22.27667549,-51.49958429
PIRASSUNUNGA - SP,SP,-21.9940493,-47.42517288
PIRATINI - RS,RS,-31.44411247,-53.10473445
PIRATUBA - SC,SC,-27.41595355,-51.75864983
PIRAÍ - RJ,RJ,-22.62875691,-43.89935119
PIRAÍ DO SUL - PR,PR,-24.5323575,-49.94133099
PIRENÓPOLIS - GO,GO,-15.8533423,-48.96252719
PIRIPIRI - PI,PI,-9.171821406,-44.40230299
PITANGA - PR,PR,-24.75274775,-51.76315401
PITANGUEIRAS - SP,SP,-21.0109995,-48.22226575
PITANGUI - MG,MG,-19.68059724,-44.89011889
PLANALTINA - GO,GO,-15.45310956,-47.61484677
PLANALTO - SP,SP,-20.95084738,-51.33501914
PLANURA - MG,MG,-20.1386632,-48.69991886
PLATINA - SP,SP,-22.63345726,-50.20893454
POCINHOS - PB,PB,-7.078617269,-36.05644228
POMBAL - PB,PB,-6.769855485,-37.79826727
POMBOS - PE,PE,-8.14435986,-35.39619536
POMERODE - SC,SC,-26.7448264,-49.17419753
POMPÉIA - SP,SP,-22.10614565,-50.17602805
POMPÉU - MG,MG,-19.22095718,-45.00187086
PONTA GROSSA - PR,PR,-25.092547,-50.16144206
PONTA PORÃ - MS,MS,-22.48618708,-55.71085018
PONTAL - SP,SP,-21.042465,-51.76335977
PONTE ALTA DO BOM JESUS - TO,TO,-12.08781291,-46.46958679
PONTE ALTA DO NORTE - SC,SC,-27.16902918,-50.46540427
PONTE NOVA - MG,MG,-17.64194385,-42.67860174
PONTE SERRADA - SC,SC,-26.87491283,-52.01453751
PONTES E LACERDA - MT,MT,-15.22972757,-59.33800184
PONTES GESTAL - SP,SP,-20.18236311,-49.70355236
PONTO CHIQUE - MG,MG,-16.63303974,-45.06313451
PORTEL - PA,PA,-1.936451,-50.82249044
PORTO ALEGRE - RS,RS,-30.03003677,-51.22866046
PORTO ALEGRE DO NORTE - MT,MT,-10.87754848,-51.63087982
PORTO CALVO - AL,AL,-9.052448314,-35.39833446
PORTO DE MOZ - PA,PA,-1.746090089,-52.24247692
PORTO DOS GAÚCHOS - MT,MT,-11.53384003,-57.40835384
PORTO ESPERIDIÃO - MT,MT,-15.85763486,-58.46929874
PORTO FELIZ - SP,SP,-23.21441227,-47.52459657
PORTO FERREIRA - SP,SP,-21.85836251,-47.48140964
PORTO NACIONAL - TO,TO,-10.70856992,-48.41215346
PORTO REAL - RJ,RJ,-22.43294842,-44.29690073
PORTO UNIÃO - SC,SC,-26.2300049,-51.08160463
PORTO VELHO - RO,RO,-8.76889179,-63.83144565
PORTO VERA CRUZ - RS,RS,-27.73437392,-54.89903182
PORTO VITÓRIA - PR,PR,-26.1634752,-51.23669474
PORTO WALTER - AC,AC,-8.266666363,-72.74233396
POTIRAGUÁ - BA,BA,-15.59245631,-39.87566007
POTIRENDABA - SP,SP,-21.04509472,-49.3781832
POUSO ALEGRE - MG,MG,-22.230303,-45.93714428
POUSO REDONDO - SC,SC,-27.25108628,-49.95565214
POXORÉO - MT,MT,-15.81813556,-54.40073266
POÇO FUNDO - MG,MG,-21.78469255,-45.96496956
POÇOS DE CALDAS - MG,MG,-21.78736358,-46.56641004
POÇÃO - PE,PE,-8.186227009,-36.7058799
PRADÓPOLIS - SP,SP,-21.35804901,-48.06558302
PRAIA GRANDE - SP,SP,-24.0030215,-46.41204958
PRAINHA - PA,PA,-1.8056945,-53.48181394
PRATA - MG,MG,-19.30821121,-48.92384607
PRATINHA - MG,MG,-19.75694525,-46.37844864
PRESIDENTE ALVES - SP,SP,-22.10367432,-49.43914929
PRESIDENTE FIGUEIREDO - AM,AM,-2.058429085,-60.02564683
PRESIDENTE JUSCELINO - MG,MG,-18.64078174,-44.05418228
PRESIDENTE NEREU - SC,SC,-27.28732921,-49.40329277
PRESIDENTE PRUDENTE - SP,SP,-22.1227435,-51.38676558
PRIMAVERA - PE,PE,-8.331376086,-35.35394339
PRIMAVERA DO LESTE - MT,MT,-15.55229359,-54.30005326
PRINCESA - SC,SC,-26.44433521,-53.59810588
PROMISSÃO - SP,SP,-21.5388675,-49.85773523
PRUDENTE DE MORAIS - MG,MG,-19.48356038,-44.15839067
PRUDENTÓPOLIS - PR,PR,-25.2160205,-50.98357509
PUREZA - RN,RN,-5.465918586,-35.56226823
PUTINGA - RS,RS,-28.99875565,-52.15991069
QUADRA - SP,SP,-23.301575,-48.05268534
QUATÁ - SP,SP,-22.2494048,-50.69794739
QUEDAS DO IGUAÇU - PR,PR,-25.45678085,-52.9098324
QUEIMADA NOVA - PI,PI,-8.585425347,-41.41702492
QUEIMADOS - RJ,RJ,-22.71743049,-43.55566955
QUEIROZ - SP,SP,-21.79909443,-50.24092846
QUEVEDOS - RS,RS,-29.35192135,-54.07125472
QUILOMBO - SC,SC,-26.74005555,-52.72760957
QUIRINÓPOLIS - GO,GO,-18.45150736,-50.45226252
